question_id,bleurt_score
bb_1007,0.3585968315601349
bb_1009,0.24757316708564758
bb_1010,0.14145144820213318
bb_1013,0.9348852038383484
bb_1026,0.8981248736381531
bb_1029,0.19574546813964844
bb_1051,0.30022692680358887
bb_1061,0.2786266803741455
bb_1064,0.24554124474525452
bb_1078,0.8358457684516907
bb_1080,0.3769010901451111
bb_110,0.7921232581138611
bb_1106,0.37942367792129517
bb_1112,0.2936398983001709
bb_1115,0.14229728281497955
bb_113,0.3780578374862671
bb_1135,0.8921868205070496
bb_1149,0.544323205947876
bb_1161,0.2421041578054428
bb_1165,0.218528613448143
bb_1170,0.39860016107559204
bb_1172,0.33858737349510193
bb_118,0.24564366042613983
bb_1181,0.33208709955215454
bb_1189,0.09631339460611343
bb_1194,0.17595341801643372
bb_12,0.24915653467178345
bb_1200,0.4201219081878662
bb_121,0.34594374895095825
bb_1220,0.47411757707595825
bb_1251,0.22549499571323395
bb_1254,0.06402561813592911
bb_1257,0.5659825801849365
bb_1263,0.13824699819087982
bb_1283,0.2551431655883789
bb_1288,0.1902591586112976
bb_1292,0.21662233769893646
bb_1323,0.267464280128479
bb_1339,0.775227963924408
bb_1341,0.5731202363967896
bb_1342,0.12825772166252136
bb_1352,0.2544288635253906
bb_1357,0.3448864221572876
bb_1372,0.6884542107582092
bb_1374,0.370894193649292
bb_14,0.8794277906417847
bb_1412,0.1849154233932495
bb_1415,0.41617482900619507
bb_1426,0.4826130270957947
bb_1438,0.16450542211532593
bb_1464,0.23292036354541779
bb_1467,0.1128743588924408
bb_1469,0.8596351742744446
bb_1493,0.16339680552482605
bb_15,0.9328228831291199
bb_1513,0.4150009751319885
bb_1522,0.2494012713432312
bb_1523,0.7822631597518921
bb_1527,0.9621817469596863
bb_1549,0.8878528475761414
bb_1551,0.24869272112846375
bb_1558,0.8464657664299011
bb_1566,0.9103276133537292
bb_1567,0.34109944105148315
bb_1575,0.15987302362918854
bb_1584,0.5828556418418884
bb_1588,0.2963460683822632
bb_1612,0.4763045310974121
bb_1614,0.7565667033195496
bb_1626,0.826375424861908
bb_1657,0.3175593316555023
bb_1666,0.884398877620697
bb_168,0.7911689281463623
bb_1685,0.9088044166564941
bb_1687,0.9010087847709656
bb_1696,0.18856804072856903
bb_172,0.22557157278060913
bb_1721,0.685790479183197
bb_1736,0.22843188047409058
bb_1742,0.46827179193496704
bb_1750,0.4783823490142822
bb_1767,0.4958174228668213
bb_1768,0.9915476441383362
bb_1774,0.251478910446167
bb_1777,0.5982541441917419
bb_1780,0.7779532074928284
bb_1788,0.440371572971344
bb_1793,0.40089166164398193
bb_1824,0.7622278332710266
bb_1833,0.30585694313049316
bb_1848,0.932354748249054
bb_1870,0.8237018585205078
bb_1886,0.9172503352165222
bb_190,0.037478312849998474
bb_1916,0.594122052192688
bb_1935,0.7911689281463623
bb_1937,0.5682373046875
bb_196,0.37049105763435364
bb_1960,0.2808162569999695
bb_1964,0.5987927913665771
bb_1967,0.8402709364891052
bb_198,0.2886195778846741
bb_1982,0.3976222276687622
bb_1997,0.32252469658851624
bb_2,0.24272555112838745
bb_20,0.6452296376228333
bb_200,0.19452425837516785
bb_2013,0.4906253218650818
bb_2014,0.8234184384346008
bb_2015,0.15879490971565247
bb_2017,0.27429142594337463
bb_2025,0.6205995082855225
bb_2054,0.6125041842460632
bb_2094,0.23205317556858063
bb_2115,0.7623389363288879
bb_2117,0.2780360281467438
bb_2127,0.7180377840995789
bb_2130,0.13385367393493652
bb_2139,0.28416264057159424
bb_2142,0.2398301064968109
bb_2153,0.15218298137187958
bb_2158,0.13993817567825317
bb_216,0.7826811075210571
bb_2174,0.861214816570282
bb_2192,0.7564833760261536
bb_2238,0.8703339695930481
bb_2245,0.25377726554870605
bb_2256,0.9438809156417847
bb_2266,0.8598929643630981
bb_2267,0.34852248430252075
bb_2269,0.8124869465827942
bb_2276,0.7911689281463623
bb_2321,0.41444891691207886
bb_2323,0.8591758608818054
bb_2326,0.4261418581008911
bb_2330,0.7737720608711243
bb_2337,0.8745633959770203
bb_2383,0.38937610387802124
bb_2406,0.3149496912956238
bb_2435,0.2985919713973999
bb_2489,0.21021541953086853
bb_2494,0.27691590785980225
bb_2522,0.17556685209274292
bb_2541,0.6448066234588623
bb_2552,0.12061028182506561
bb_2560,0.3670409917831421
bb_2563,0.11370549350976944
bb_2568,0.46317458152770996
bb_2572,0.39365965127944946
bb_2576,0.11972546577453613
bb_2583,0.26517513394355774
bb_2616,0.4573768973350525
bb_2627,0.9353220462799072
bb_2636,0.7057902812957764
bb_2650,0.4839044213294983
bb_2661,0.6280328631401062
bb_2689,0.5181006193161011
bb_2691,0.6777474284172058
bb_2697,0.2685266137123108
bb_2710,0.7997825741767883
bb_2713,0.21826091408729553
bb_2727,0.8330773115158081
bb_2748,0.40485990047454834
bb_2764,0.15436747670173645
bb_2772,0.7696291208267212
bb_2778,0.4830930829048157
bb_2807,0.12282580137252808
bb_2826,0.8367385268211365
bb_2831,0.48702162504196167
bb_2843,0.29487329721450806
bb_285,0.535103440284729
bb_2852,0.20072314143180847
bb_2854,0.43952155113220215
bb_2855,0.33946460485458374
bb_2858,0.8460454344749451
bb_2862,0.3789447546005249
bb_2863,0.8822166919708252
bb_2866,0.8280417323112488
bb_2899,0.4801274538040161
bb_291,0.38100665807724
bb_2920,0.36744508147239685
bb_2923,0.5391217470169067
bb_2929,0.5046685934066772
bb_2939,0.4762997031211853
bb_2952,0.3895091414451599
bb_297,0.951531171798706
bb_2997,0.13596422970294952
bb_3006,0.8757969737052917
bb_303,0.24737991392612457
bb_3033,0.0594913586974144
bb_3038,0.958517849445343
bb_3041,0.1496374011039734
bb_3056,0.12788324058055878
bb_3108,0.45543158054351807
bb_3128,0.30025559663772583
bb_3143,0.5404449105262756
bb_3148,0.14919432997703552
bb_3171,0.3422141671180725
bb_319,0.20692212879657745
bb_3197,0.8593496084213257
bb_320,0.23942187428474426
bb_3208,0.29494428634643555
bb_3219,0.3763733506202698
bb_3228,0.28102409839630127
bb_3235,0.8549960255622864
bb_3250,0.771740734577179
bb_3263,0.32890087366104126
bb_327,0.7086252570152283
bb_3277,0.26343604922294617
bb_3281,0.24316653609275818
bb_3301,0.6466109156608582
bb_3316,0.501246988773346
